W COD ex19 1.649926 1
W COD ex30 1.716729 1
W COD ex33 1.791872 1
W COD ex11 1.801625 1
W COD ex17 1.823770 1
W COD ex8 1.840891 1
W COD ex12 1.850216 1
W COD ex39 1.850216 1
W COD ex71 1.850818 1
W COD ex23 1.853960 1
W COD ex5 1.857355 1
W COD ex34 1.859627 1
W COD ex26 1.903211 1
W COD ex31 1.905525 1
W COD ex24 1.909337 1
W COD ex27 1.915206 1
W COD ex22 1.918277 1
W COD ex15 1.929291 1
W COD ex20 1.932753 1
W COD ex21 1.932753 1
W COD ex7 1.942781 1
W COD ex3 1.949041 1
W COD ex13 1.969006 1
W COD ex28 1.969067 1
W COD ex35 1.975153 1
W COD ex4 2.006731 1
W COD ex43 2.008143 1
W COD ex51 2.016637 1
W COD ex14 2.021351 1
W COD ex16 2.023849 1
W COD ex25 2.058201 1
W COD ex59 2.071032 1
W COD ex61 2.071032 1
W COD ex41 2.084617 1
W COD ex9 2.092267 1
W COD ex10 2.107319 1
W COD ex29 2.114737 1
W COD ex85 2.123330 1
W COD ex6 2.134430 1
W COD ex32 2.151350 1
W COD ex74 2.158177 1
W COD ex58 2.171869 1
W COD ex54 2.180603 1
W COD ex62 2.196774 1
W COD ex70 2.199938 1
W COD ex52 2.205584 1
W COD ex80 2.208713 1
W COD ex2 2.215117 1
W COD ex56 2.217001 1
W COD ex18 2.235160 1
W COD ex79 2.257915 1
W COD ex76 2.261876 1
W COD ex50 2.264926 1
W COD ex1 2.280323 1
W COD ex40 2.288268 1
W COD ex46 2.288268 1
W COD ex45 2.303214 1
W COD ex81 2.314047 1
W COD ex53 2.328493 1
W COD ex84 2.336003 1
W COD ex78 2.351008 1
W COD ex60 2.358976 1
W COD ex44 2.387450 1
W COD ex42 2.392411 1
W COD ex77 2.415002 1
W COD ex73 2.425224 1
W COD ex49 2.451651 1
W COD ex83 2.458609 1
W COD ex69 2.478089 1
W COD ex64 2.479068 1
W COD ex48 2.501939 1
W COD ex66 2.509179 1
W COD ex57 2.512813 1
W COD ex72 2.538730 1
W COD ex82 2.542008 1
W COD ex68 2.649051 1
W COD ex65 2.739247 1
W COD ex67 2.793445 1
W COD ex63 2.926166 1
W COD ex38 4.872334 0
W COD ex75 5.030927 0
W COD ex37 5.123241 0
W COD ex55 5.135069 0
W COD ex47 5.234790 0
W COD ex36 5.489715 0
