W LOF ex21 0.955399 1
W LOF ex85 0.958885 1
W LOF ex64 0.964457 1
W LOF ex5 0.967163 1
W LOF ex44 0.969944 1
W LOF ex28 0.970308 1
W LOF ex15 0.972662 1
W LOF ex7 0.972801 1
W LOF ex70 0.972919 1
W LOF ex34 0.973199 1
W LOF ex3 0.975057 1
W LOF ex51 0.976193 1
W LOF ex52 0.977628 1
W LOF ex12 0.979321 1
W LOF ex46 0.980441 1
W LOF ex22 0.980963 1
W LOF ex57 0.982111 1
W LOF ex26 0.987923 1
W LOF ex31 0.988925 1
W LOF ex23 0.990224 1
W LOF ex35 0.990495 1
W LOF ex83 0.991118 1
W LOF ex17 0.994734 1
W LOF ex61 0.996066 1
W LOF ex66 0.997215 1
W LOF ex4 0.998160 1
W LOF ex79 0.999301 1
W LOF ex13 1.000012 1
W LOF ex74 1.002330 1
W LOF ex9 1.004080 1
W LOF ex32 1.004532 1
W LOF ex41 1.004947 1
W LOF ex27 1.004971 1
W LOF ex73 1.005713 1
W LOF ex84 1.005713 1
W LOF ex10 1.005757 1
W LOF ex54 1.006215 1
W LOF ex59 1.006215 1
W LOF ex53 1.006490 1
W LOF ex45 1.007251 1
W LOF ex6 1.008123 1
W LOF ex16 1.008943 1
W LOF ex81 1.013147 1
W LOF ex42 1.013271 1
W LOF ex14 1.013439 1
W LOF ex77 1.013459 1
W LOF ex71 1.014380 1
W LOF ex58 1.015350 1
W LOF ex68 1.015488 1
W LOF ex78 1.015919 1
W LOF ex8 1.016022 1
W LOF ex62 1.016974 1
W LOF ex50 1.017544 1
W LOF ex33 1.017696 1
W LOF ex11 1.017873 1
W LOF ex20 1.018993 1
W LOF ex82 1.026380 1
W LOF ex65 1.027810 1
W LOF ex67 1.027810 1
W LOF ex76 1.027995 1
W LOF ex30 1.029924 1
W LOF ex43 1.032351 1
W LOF ex24 1.036039 1
W LOF ex48 1.037355 1
W LOF ex39 1.038493 1
W LOF ex40 1.038639 1
W LOF ex72 1.042407 1
W LOF ex60 1.042905 1
W LOF ex56 1.043689 1
W LOF ex80 1.043752 1
W LOF ex69 1.048044 1
W LOF ex49 1.051422 1
W LOF ex19 1.051810 1
W LOF ex25 1.052881 1
W LOF ex63 1.058301 1
W LOF ex2 1.059818 1
W LOF ex29 1.063904 1
W LOF ex18 1.072954 1
W LOF ex1 1.087562 1
W LOF ex75 2.135682 0
W LOF ex37 2.166380 0
W LOF ex47 2.194489 0
W LOF ex38 2.298236 0
W LOF ex55 2.314290 0
W LOF ex36 2.423859 0
