V COD ex88 4.603046 1
V COD ex364 4.641788 1
V COD ex241 4.728958 1
V COD ex202 4.746512 1
V COD ex213 4.787186 1
V COD ex229 4.806245 1
V COD ex192 4.851232 1
V COD ex143 4.897267 1
V COD ex216 4.947189 1
V COD ex313 4.957955 1
V COD ex207 4.963127 1
V COD ex270 5.002076 1
V COD ex227 5.006308 1
V COD ex19 5.009471 1
V COD ex77 5.016709 1
V COD ex369 5.046911 1
V COD ex196 5.053550 1
V COD ex271 5.053724 1
V COD ex222 5.063347 1
V COD ex94 5.064983 1
V COD ex346 5.072232 1
V COD ex383 5.089776 1
V COD ex309 5.095711 1
V COD ex103 5.102941 1
V COD ex178 5.118545 1
V COD ex179 5.131825 1
V COD ex334 5.149934 1
V COD ex302 5.151541 1
V COD ex249 5.156663 1
V COD ex311 5.156965 1
V COD ex331 5.158680 1
V COD ex111 5.162618 1
V COD ex106 5.166009 1
V COD ex23 5.166419 1
V COD ex134 5.172791 1
V COD ex301 5.173422 1
V COD ex280 5.176527 1
V COD ex119 5.176861 1
V COD ex149 5.205597 1
V COD ex254 5.207602 1
V COD ex129 5.209968 1
V COD ex351 5.214062 1
V COD ex323 5.214674 1
V COD ex110 5.219752 1
V COD ex100 5.231069 1
V COD ex6 5.235420 1
V COD ex130 5.255076 1
V COD ex52 5.274891 1
V COD ex154 5.275637 1
V COD ex219 5.276530 1
V COD ex310 5.279228 1
V COD ex116 5.300341 1
V COD ex373 5.306514 1
V COD ex243 5.307238 1
V COD ex120 5.315526 1
V COD ex260 5.315627 1
V COD ex89 5.336041 1
V COD ex53 5.357602 1
V COD ex340 5.362405 1
V COD ex366 5.366876 1
V COD ex272 5.371717 1
V COD ex170 5.389476 1
V COD ex300 5.397692 1
V COD ex118 5.405796 1
V COD ex37 5.411518 1
V COD ex297 5.415815 1
V COD ex168 5.417520 1
V COD ex189 5.419843 1
V COD ex14 5.421446 1
V COD ex236 5.427667 1
V COD ex184 5.431577 1
V COD ex205 5.431577 1
